code,movie_tile,lat_lon
t0112471,Before Sunrise,"{'Café Sperl, Gumpendorfer Strasse 11, Vienna, Austria ': ['48.199995', '16.361255'], 'Riesenrad, Prater, Vienna, Austria ': ['48.216621', '16.395889'], 'Kleines Café, Franziskanerplatz 3, Vienna, Austria ': ['48.206584', '16.374336'], 'Maria Theresien Platz, Vienna, Austria ': ['48.204596', '16.360597'], 'Friedhof der Namenlosen, Alberner Hafen, Vienna, Austria ': ['48.159493', '16.502459'], 'Arena Wien, Baumgasse 80, Vienna, Austria ': ['48.187831', '16.412901'], 'Maria Am Gestade, Passauer Platz, Vienna, Austria ': ['48.212878', '16.370534'], 'Pressgasse 4, Vienna, Austria ': ['48.194648', '16.364526'], 'Wien Westbahnhof, Europaplatz, Rudolfsheim-Fünfhaus, Vienna, Austria ': ['48.196817', '16.33833'], 'Vienna, Austria ': ['48.2081743', '16.37381890000006'], 'Teuchtler Schallplattenhandlung, Windmühlgasse 10, Vienna, Austria ': ['48.199619', '16.35702'], 'Zollamtssteg Bridge, Vienna, Austria ': ['48.194113', '16.395356'], 'Albertina Palais Museum, Augustinerstrasse 1, Vienna, Austria ': ['48.204699', '16.368182'], 'Mariahilfer Kirche, Barnabitengasse 14, Vienna, Austria ': ['48.199092', '16.353007'], 'Austria ': ['47.516231', '14.550072']}"
t2024544,12 Years a Slave,"{""Madame John's Legacy, the French Quarter, New Orleans, Louisiana, USA "": ['29.959439', '-90.063071'], 'Felicity Plantation, Vacherie, Louisiana, USA ': ['30.005987', '-90.77226'], 'Magnolia Plantation - Highway 311, Schriever, Louisiana, USA ': ['29.71439', '-90.816211'], 'St. Joseph Plantation, Louisiana, USA ': ['30.005987', '-90.77226'], 'Bocage Plantation, Darrow, Louisiana, USA ': ['30.123662', '-90.955393'], 'Audubon Park, New Orleans, Louisiana, USA ': ['29.927903', '-90.127921'], 'New Orleans, Louisiana, USA ': ['29.9510658', '-90.0715323'], 'Urbania, Lower Garden District, New Orleans, Louisiana, USA ': ['29.936672', '-90.070862'], 'Columns Hotel - 3811 St Charles Avenue, New Orleans, Louisiana, USA ': ['29.927217', '-90.096121'], 'Destrehan, Louisiana, USA ': ['29.942983', '-90.351747'], 'Magnolia Lane Plantation - 2141 River Rd, Bridge City, Louisiana, USA ': ['29.949754', '-90.152717'], 'Louisiana, USA ': ['30.9842977', '-91.96233269999999'], 'USA ': ['44.427963', '-110.58845500000001']}"
t1201607,Harry Potter and the Deathly Hallows: Part 2,"{'Freshwater West, Pembrokeshire, Wales, UK ': ['51.660092', '-5.065117'], 'Shepperton Studios, Shepperton, Surrey, England, UK ': ['51.407549', '-0.463643'], 'Hatfield House, Hatfield, Hertfordshire, England, UK ': ['51.760633', '-0.209262'], 'St Pancras International Railway Station, Euston Road, St Pancras, London, Greater London, England, UK ': ['51.531427', '-0.126133'], 'Swinley Forest, Bracknell, Berkshire, England, UK ': ['51.383159', '-0.739709'], 'Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'Backlot, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'Pinewood Studios, Iver Heath, Buckinghamshire, England, UK ': ['51.548788', '-0.532241'], 'D Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'Flight Shed/L Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'H Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'I Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'A Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'B Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'D Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK ': ['51.548788', '-0.532241'], 'Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK ': ['51.550431', '-0.53533'], 'C Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185'], 'G Stage, Leavesden Studios, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK ': ['51.692976', '-0.417185']}"
t0052618,Ben-Hur,"{'Corner of Via di Salone and Via delle Case Rosse, Salone Caves, Rome, Lazio, Italy ': ['41.928882', '12.638464'], 'Anzio, Italy ': ['41.449596', '12.619725'], 'Canale Monterano, Rome, Lazio, Italy ': ['42.140031', '12.104733'], 'Frosinone, Lazio, Italy ': ['41.6396009', '13.3426341'], 'Durango, Mexico ': ['24.0277202', '-104.65317590000001'], 'Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA ': ['34.017707', '-118.401431'], 'Stage 5, Cinecittà Studios, Cinecittà, Rome, Lazio, Italy ': ['41.85179', '12.57718'], 'Arcinazzo Romano, Frosinone, Lazio, Italy ': ['41.878652', '13.116372'], 'Cinecittà Studios, Cinecittà, Rome, Lazio, Italy ': ['41.85179', '12.57718'], 'Fogliano, Latina, Lazio, Italy ': ['41.411768', '12.908234']}"
t0050986,Wild Strawberries,"{'Dalarö, Stockholms län, Sweden ': ['59.135329', '18.410614'], 'Gotlands län, Sweden ': ['57.468412', '18.486745'], 'Lund, Skåne län, Sweden ': ['55.70466', '13.191007'], 'Svensk Filmindustri, Filmstaden, Råsunda, Stockholms län, Sweden ': ['59.366698', '17.982537'], 'Vättern, Sweden ': ['58.325372', '14.517628'], 'Ängö, Södermanlands län, Sweden ': ['59.033333', '16.933333'], 'Lund Cathedral, Lund, Skåne län, Sweden ': ['55.704061', '13.1937'], 'Sweden ': ['60.12816100000001', '18.643501000000015']}"
t0041959,The Third Man,"{'8 Schreyvogelgasse, Vienna, Austria ': ['48.212156', '16.36277'], 'Hotel Sacher, Philharmonikerstrasse 4, Vienna, Austria ': ['48.204059', '16.369804'], 'Zentral-Friedhof, Simmeringen Hauptstrasse, Vienna, Austria ': ['48.148095', '16.441693'], 'Neuer Markt, Vienna, Austria ': ['48.206113', '16.370532'], 'Palais Pallavicini, Josefsplatz 5, Vienna, Austria ': ['48.20662', '16.367638'], 'Reichsbrücke, Vienna, Austria ': ['48.227612', '16.408304'], 'Morzinplatz, Vienna, Austria ': ['48.213228', '16.374624'], 'Prater Park, Prater, Vienna, Austria ': ['48.216727', '16.398029'], 'London Film Studios, Shepperton, Surrey, England, UK ': ['51.407549', '-0.463643'], 'Isleworth, Middlesex, England, UK ': ['51.467121', '-0.329003']}"
t2267998,Gone Girl,"{'Cape Girardeau, Missouri, USA ': ['37.3058839', '-89.51814760000002'], 'Giant City State Park, Illinois, USA ': ['37.606342', '-89.186843'], '119 Themis Street, Cape Girardeau, Missouri, USA ': ['37.304823', '-89.519242'], 'The Last Bookstore - 453 S Spring St, Los Angeles, California, USA ': ['34.047783', '-118.249519'], 'Common Pleas Courthouse - 44 N. Lorimier Street, Cape Girardeau, Missouri, USA ': ['37.304923', '-89.520096'], 'Keystone Drive, Cape Girardeau, Missouri, USA ': ['37.32494', '-89.573919'], 'Elm Street, Cape Girardeau, Missouri, USA ': ['37.291676', '-89.528482'], '2901 Hawthorne Road, Cape Girardeau, Missouri, USA ': ['37.317139', '-89.566908'], 'Hawthorne Plaza - 12124 Hawthorne Blvd., Hawthorne, California, USA ': ['33.912781', '-118.352039'], '104 Fremont Place, Los Angeles, California, USA ': ['34.060066', '-118.327917'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413'], 'Albert Rasche Drive, Cape Girardeau, Missouri, USA ': ['37.330503', '-89.555405'], 'Brownstone Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA ': ['34.137868', '-118.352863'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Big Lots, 12322 Fourth St, Rancho Cucamonga, CA 91730, USA ': ['34.077641', '-117.535328'], 'Red Studios, 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA ': ['34.086135', '-118.328237'], ""Frank's Coffee Shop, Burbank, California, USA "": ['34.172778', '-118.316944'], 'Giant City State Park Lodge & Restaurant - 460 Giant City Lodge Road, Makanda, Illinois, USA ': ['37.592363', '-89.18352']}"
t0017925,The General,"{'Cottage Grove, Oregon, USA ': ['43.797623', '-123.05952460000003'], 'Eugene, Oregon, USA ': ['44.0520691', '-123.08675360000001'], 'McKenzie River, Oregon, USA ': ['44.14935', '-122.579177'], 'Row River, Oregon, USA ': ['43.820679', '-123.043413'], '34560 Row River Rd., Cottage Grove, Oregon, USA ': ['43.791352', '-122.979433'], 'Santa Monica, California, USA ': ['34.0194543', '-118.4911912'], 'Oregon, USA ': ['34.0194543', '-118.4911912'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t2278388,The Grand Budapest Hotel,"{'Görlitz, Saxony, Germany ': ['51.150627', '14.968707'], 'Zwinger, Dresden, Saxony, Germany ': ['51.052996', '13.733927'], 'Kraków, Malopolskie, Poland ': ['50.0646501', '19.9449799'], 'Osterstein Castle, Zwickau, Saxony, Germany ': ['50.721222', '12.500348'], 'Hainewalde, Saxony, Germany ': ['50.910842', '14.704424'], 'Dresden, Saxony, Germany ': ['51.050409', '13.737262'], 'Waldenburg, Saxony, Germany ': ['50.87693', '12.599408'], 'Sächsische Schweiz, Saxony, Germany ': ['50.907182', '14.326235'], 'Studio Babelsberg, Potsdam, Brandenburg, Germany ': ['52.387024', '13.120175'], 'Burg Kriebstein, Kriebstein, Saxony, Germany ': ['51.0425', '13.0175'], 'Poland ': ['51.919438', '19.14513599999998'], 'Germany ': ['51.165691', '10.451526'], 'Elbe Sandstone Mountains, Saxony, Germany ': ['51.104541', '13.201738']}"
t0077416,The Deer Hunter,"{'St. Theodosius Russian Orthodox Church - 733 Starkweather Avenue, Cleveland, Ohio, USA ': ['41.47731', '-81.681681'], 'Mingo Junction, Ohio, USA ': ['40.321736', '-80.609796'], 'River Kwai, Thailand ': ['15.129175', '99.16864'], 'Clairton, Pennsylvania, USA ': ['40.292292', '-79.881715'], 'Mount Baker, Washington, USA ': ['48.776687', '-121.814414'], 'Lemko Hall - 2335 W. Eleventh Street, Cleveland, Ohio, USA ': ['41.480309', '-81.688965'], 'Follansbee, West Virginia, USA ': ['40.3275693', '-80.5959065'], 'US Steel Widowmaker Central Blast Furnace, Cleveland, Ohio, USA ': ['41.492844', '-81.657623'], 'Bangkok, Thailand ': ['13.7563309', '100.5017651'], 'Cleveland, Ohio, USA ': ['41.49932', '-81.6943605'], 'Nooksack Falls, Mount Baker, Washington, USA ': ['48.776687', '-121.814414'], 'Heather Meadows, Mount Baker, Washington, USA ': ['48.776687', '-121.814414'], 'Bowladrome Lanes - 56 State Street, Struthers, Ohio, USA ': ['41.056659', '-80.590274'], 'Mill Creek Park, Youngstown, Ohio, USA ': ['41.0997803', '-80.6495194'], '993 N. 7th Street, Steubenville, Ohio, USA ': ['40.372779', '-80.613872'], 'Katchanburi, Thailand ': ['14.02278', '99.532811'], 'McKeesport, Pennsylvania, USA ': ['40.3470671', '-79.8641232'], 'Steubenville, Ohio, USA ': ['40.3697905', '-80.6339638'], 'Whatcom County, Washington, USA ': ['48.878717', '-121.971866'], 'Lake Chelan, Washington, USA ': ['48.026974', '-120.337732'], 'Throng Wad Road, Bangkok, Thailand ': ['13.792047', '100.617327'], 'Struthers, Ohio, USA ': ['41.052559', '-80.607851'], 'Washington, USA ': ['47.7510741', '-120.74013860000002'], 'Weirton, West Virginia, USA ': ['40.4189566', '-80.5895167'], 'Pittsburgh, Pennsylvania, USA ': ['40.4406248', '-79.9958864'], 'Starkweather Avenue, Cleveland, Ohio, USA ': ['41.477407', '-81.687451'], 'Louis Stokes VA Medical Center - 10701 East Boulevard, Cleveland, Ohio, USA ': ['41.513478', '-81.61371'], 'Don Mueang International Airport, Don Mueang, Bangkok, Thailand ': ['13.91326', '100.604199'], 'McKeesport and Versailles Cemetery - 1608 Fifth Avenue, McKeesport, Pennsylvania, USA ': ['40.351903', '-79.848415'], 'Youngstown, Ohio, USA ': ['41.0997803', '-80.6495194'], 'Commercial Street, Mingo Junction, Ohio, USA ': ['40.319637', '-80.607151'], ""St.Gabriel's College - 565 Samsen Road, Bangkok, Thailand "": ['13.776196', '100.507031'], 'Duquesne Heights, Pennsylvania, USA ': ['40.438049', '-80.025009'], 'Thailand ': ['15.870032', '100.992541'], 'Ohio, USA ': ['40.4172871', '-82.907123'], 'Pennsylvania, USA ': ['41.2033216', '-77.1945247'], 'West Virginia, USA ': ['38.5976262', '-80.45490259999997'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0107207,In the Name of the Father,"{'Kilmainham Jail, Dublin, County Dublin, Ireland ': ['53.34187', '-6.309805'], 'Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland ': ['53.196688', '-6.124811'], 'Dublin, County Dublin, Ireland ': ['53.3498053', '-6.2603097'], 'Upper Thames Street, City of London, England, UK ': ['51.510961', '-0.094066'], '100 Huskisson Street, Liverpool, Merseyside, England, UK ': ['53.397582', '-2.964222'], 'Liverpool, Merseyside, England, UK ': ['53.4083714', '-2.9915726000000404'], 'London, England, UK ': ['51.5073509', '-0.1277583']}"
t0072684,Barry Lyndon,"{'Blenheim Palace, Woodstock, Oxfordshire, England, UK ': ['51.841365', '-1.360972'], 'Carton House, Maynooth, County Kildare, Ireland ': ['53.390431', '-6.566207'], 'Chatsworth House, Edensor, Derbyshire, England, UK ': ['53.227543', '-1.611427'], 'Kells, County Meath, Ireland ': ['53.726835', '-6.874833'], 'The Guildhall, Lavenham, Suffolk, England, UK ': ['52.108838', '0.796808'], 'Cahir Castle, County Tipperary, Ireland ': ['52.374547', '-7.927075'], 'Royal Victoria Park, Bath, Somerset, England, UK ': ['51.386635', '-2.37381'], 'Dunrobin Castle, Sutherland, Scotland, UK ': ['57.981864', '-3.9455'], 'Potsdam, Brandenburg, Germany ': ['52.390569', '13.064473'], 'Huntington Castle, Clonegal, County Carlow, Ireland ': ['52.690438', '-6.649118'], 'Somerset Rural Life Museum, Abbey Farm, Glastonbury, Somerset, England, UK ': ['51.143684', '-2.710823'], 'Baden-Württemberg, Germany ': ['48.661604', '9.350134'], 'Carrick-on-Suir, County Tipperary, Ireland ': ['52.34765', '-7.418971'], 'Castle Howard, York, North Yorkshire, England, UK ': ['54.121803', '-0.906128'], 'Sans-Souci, Potsdam, Brandenburg, Germany ': ['52.404234', '13.02481'], 'Shell Cottage, Carton Estate, Maynooth, Co. Kildare, Ireland ': ['53.382938', '-6.556759'], 'Castle Hohenzollern, Hechingen, Baden-Württemberg, Germany ': ['48.323559', '8.967404'], 'Corsham Court, Wiltshire, England, UK ': ['51.435004', '-2.182348'], 'Hechingen, Baden-Württemberg, Germany ': ['48.358172', '8.98394'], 'Longleat House, Wiltshire, England, UK ': ['51.18575', '-2.274304'], 'Ludwigsburg Castle, Ludwigsburg, Baden-Württemberg, Germany ': ['48.894062', '9.195464'], 'Ludwigsburg, Baden-Württemberg, Germany ': ['48.894062', '9.195464'], 'Petworth House, Petworth, West Sussex, England, UK ': ['50.988138', '-0.611351'], 'Powerscourt, County Wicklow, Ireland ': ['53.184251', '-6.186633'], 'Rathgormack, County Waterford, Ireland ': ['52.305361', '-7.495986'], 'Stourhead Garden, Warminster, Wiltshire, England, UK ': ['51.10511', '-2.317914'], 'Wilton House, Wilton, Salisbury, Wiltshire, England, UK ': ['51.078566', '-1.859292'], 'Glenpatrick, County Waterford, Ireland ': ['52.318226', '-7.602942'], 'Compton Acres, Poole, Dorset, England, UK ': ['50.705255', '-1.925949'], 'Compton Castle, Marlton, Devon, England, UK ': ['50.472523', '-3.600301'], 'Chavenage House, Tetbury, Gloucestershire, England, UK ': ['51.65535', '-2.186528'], 'Coneysthorpe, North Yorkshire, England, UK ': ['54.131359', '-0.911764'], 'Dublin Castle, Dublin, County Dublin, Ireland ': ['53.342886', '-6.267428'], 'Petworth, West Sussex, England, UK ': ['50.986701', '-0.610724'], 'Salisbury, Wiltshire, England, UK ': ['51.068785', '-1.7944720000000416'], 'Warminster, Wiltshire, England, UK ': ['51.204629', '-2.181078'], 'Wilton, Salisbury, Wiltshire, England, UK ': ['51.079018', '-1.862598'], 'Germany ': ['51.165691', '10.451526'], 'Ireland ': ['53.41291', '-8.243889999999965'], 'County Kilkenny, Ireland ': ['52.577696', '-7.218002'], 'County Meath, Ireland ': ['53.60554800000001', '-6.6564169000000675'], 'County Tipperary, Ireland ': ['52.473789', '-8.161851'], 'County Waterford, Ireland ': ['52.25932', '-7.11007'], 'West Sussex, England, UK ': ['50.928014', '-0.461707'], 'Wiltshire, England, UK ': ['51.3492', '-1.99271'], 'Templemichael Castle, County Waterford, Ireland ': ['51.993148', '-7.882816'], 'County Dublin, Ireland ': ['53.330203', '-6.310565'], 'North Yorkshire, England, UK ': ['51.46131099999999', '-0.3037420000000566'], 'England, UK ': ['52.3555177', '-1.1743197000000691'], 'UK ': ['55.378051', '-3.43597299999999']}"
t0046268,The Wages of Fear,"{'Bouches-du-Rhône, France ': ['43.591168', '5.31025'], 'Saint-Gilles, Gard, France ': ['48.154936', '-1.828955'], 'Nîmes, Gard, France ': ['43.836699', '4.360053999999991'], 'Poulx, Gard, France ': ['43.910812', '4.424057']}"
t2119532,Hacksaw Ridge,"{'Disney Studios, Moore Park, Sydney, New South Wales, Australia ': ['-33.893069', '151.223953'], 'Sydney, New South Wales, Australia ': ['-33.8674869', '151.20699020000006'], 'Pisgah National Forest, North Carolina, USA ': ['35.750673', '-82.250399'], 'Camden, New South Wales, Australia ': ['-34.054218', '150.695602'], 'Centennial Park, Sydney, New South Wales, Australia ': ['-33.90108', '151.23036'], 'Southern Highlands, New South Wales, Australia ': ['-34.547997', '150.303732'], 'Newington Armory, Sydney Olympic Park, New South Wales, Australia ': ['-33.828672', '151.060665'], 'Richmond, New South Wales, Australia ': ['-33.6', '150.75'], 'Australia ': ['-25.274398', '133.77513599999997'], 'Manly, Sydney, New South Wales, Australia ': ['-33.806016', '151.294778'], 'North Carolina, USA ': ['35.7595731', '-79.0192997'], 'USA ': ['44.427963', '-110.58845500000001']}"
t4729430,Klaus,no
t0031679,Mr. Smith Goes to Washington,"{'Lincoln Memorial, National Mall, Washington, District of Columbia, USA ': ['38.8892686', '-77.05017599999996'], 'Union Station - 50 Massachusetts Avenue NE, Washington, District of Columbia, USA ': ['38.897429', '-77.006417'], 'United States Capitol - 545 Seventh Street SE, Washington, District of Columbia, USA ': ['38.881545', '-76.996392'], 'Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA ': ['34.096545', '-118.321365'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Washington, District of Columbia, USA ': ['38.9071923', '-77.0368707']}"
t0015324,Sherlock Jr.,"{'3630 Pasadena Ave, Los Angeles, California, USA ': ['34.088778', '-118.211361'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Chatsworth, California, USA ': ['34.2506356', '-118.61481'], 'Glendale, California, USA ': ['34.1425078', '-118.255075'], 'Los Feliz, Los Angeles, California, USA ': ['34.106331', '-118.28482'], 'Echo Park, Los Angeles, California, USA ': ['34.0781593', '-118.2605574'], 'Buster Keaton Studios - 1025 Lillian Way, Los Angeles, California, USA ': ['34.08976', '-118.327916'], 'Balboa Island, Newport Beach, California, USA ': ['33.607295', '-117.897071'], '1022 Cole Avenue, Los Angeles, California, USA ': ['34.089728', '-118.329642'], 'Larchmont Blvd. near Beverly Blvd., Los Angeles, California, USA ': ['34.07573', '-118.328297'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0353969,Memories of Murder,"{'South Korea ': ['35.907757', '127.76692200000002']}"
t3011894,Wild Tales,"{'Cafayate, Salta, Argentina ': ['-26.07308', '-65.976052'], 'San Isidro, Buenos Aires, Federal District, Argentina ': ['-34.470829', '-58.5286102'], '-25.730711, -65.696708, Argentina ': ['-38.416097', '-63.616671999999994'], 'Jujuy, Argentina ': ['-24.1857864', '-65.29947670000001'], 'Buenos Aires, Federal District, Argentina ': ['-34.6037232', '-58.3815931'], 'Juncal 1294, Buenos Aires, Federal District, Argentina ': ['-34.592887', '-58.385695'], 'Puente Morales, RN 68 Km42, Cafayate, Salta, Argentina ': ['-25.462421', '-65.563054'], '176 Av Córdoba, Buenos Aires, Ciudad Autónoma de Buenos Aires, Federal District, Argentina ': ['-34.598561', '-58.371363'], '33°56\'18.9""S 59°24\'51.1""W, RN 9, Km 127, Baradero, Buenos Aires, Federal District, Argentina ': ['-33.807058', '-59.502219'], 'Hotel InterContinental, Buenos Aires, Federal District, Argentina ': ['-34.611415', '-58.37806'], '1168 Suipacha, Buenos Aires, Ciudad Autónoma de Buenos Aires, Federal District, Argentina ': ['-34.594456', '-58.380056'], 'Jorge Newbery Metropolitan Airport, Avenida Costanera Rafael Obligado, Palermo, Buenos Aires, Federal District, Argentina ': ['-34.558031', '-58.417009'], 'Av. Don Pedro de Mendoza 3550, CABA Argentina ': ['-34.650872', '-58.369476']}"
t0050976,The Seventh Seal,"{'Hovs Hallar - Naturreservat, Skåne län, Sweden ': ['56.468944', '12.707541'], 'Skevik, Värmdö, Stockholms län, Sweden ': ['59.347761', '18.381456'], 'Skytteholm, Solna, Stockholms län, Sweden ': ['59.359127', '17.995787'], 'Viby, Sigtuna, Stockholms län, Sweden ': ['59.633333', '17.716667'], 'Solna, Stockholms län, Sweden ': ['59.3688791', '18.0084334'], 'Svensk Filmindustri, Filmstaden, Råsunda, Stockholms län, Sweden ': ['59.366698', '17.982537'], 'Östanå, Österåker, Stockholms län, Sweden ': ['59.557885', '18.579677'], 'Gustavsberg, Värmdö, Stockholms län, Sweden ': ['59.314449', '18.39852810000002'], 'Sweden ': ['60.12816100000001', '18.643501000000015']}"
t3170832,Room,"{'Apache Burgers, 5236 Dundas St. W., Etobicoke, Ontario, Canada ': ['43.639318', '-79.537777'], 'Bridgepoint Health hospital, 550 Gerrard St E, Toronto, Ontario, Canada ': ['43.665412', '-79.353569'], 'Nathan Phillips Square - 100 Queen Street W, Toronto, Ontario, Canada ': ['43.652707', '-79.383414'], 'Toronto, Ontario, Canada ': ['43.653226', '-79.38318429999998'], 'Canada ': ['56.130366', '-106.34677099999999'], 'Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada ': ['43.649069', '-79.34287']}"
t1392190,Mad Max: Fury Road,"{'Namib Desert, Namibia ': ['-24.288871', '15.260481'], 'Cape Town Film Studios, Cape Town, Western Cape, South Africa ': ['-34.029547', '18.721699'], 'Swakopmund, Erongo, Namibia ': ['-22.646743', '14.600491'], 'Sydney, New South Wales, Australia ': ['-33.8674869', '151.20699020000006'], 'Penrith, New South Wales, Australia ': ['-33.752179', '150.691047'], 'Potts Hill, Sydney, New South Wales, Australia ': ['-33.89', '151.03'], 'Disney Studios, Moore Park, Sydney, New South Wales, Australia ': ['-33.893069', '151.223953']}"
t0978762,Mary and Max,"{'Melbourne, Victoria, Australia ': ['-37.814107', '144.96328']}"
t0892769,How to Train Your Dragon,no
t0118715,The Big Lebowski,"{'Ralphs Supermarket, South Pasadena, California, USA ': ['34.105011', '-118.135241'], 'Hollywood Star Lanes - 5227 Santa Monica Boulevard, East Hollywood, Los Angeles, California, USA ': ['34.090807', '-118.303432'], '606 Venezia Avenue, Venice, Los Angeles, California, USA ': ['33.989984', '-118.459264'], ""Johnie's Coffee Shop - 6101 Wilshire Boulevard, Fairfax, Los Angeles, California, USA "": ['34.063333', '-118.361586'], 'Sheats-Goldstein Residence, Hollywood Hills, Los Angeles, California, USA ': ['34.1176605', '-118.35203890000003'], 'Venice, Los Angeles, California, USA ': ['33.985047', '-118.469483'], 'San Pedro, Los Angeles, California, USA ': ['33.7360619', '-118.2922461'], '10231 Charing Cross Road, Beverly Hills, California, USA ': ['34.078016', '-118.430229'], '1824 Stearns Drive, Los Angeles, California, USA ': ['34.043182', '-118.373469'], ""Dinah's Family Restaurant - 6521 S. Sepulveda Blvd., Westchester, Los Angeles, California, USA "": ['33.980313', '-118.394891'], '6333 La Mirada Avenue, Los Angeles, California, USA ': ['34.093364', '-118.327856'], 'Point Dume, Malibu, California, USA ': ['34.001201', '-118.806442'], '6757 Santa Monica Blvd, Los Angeles, California, USA ': ['34.091049', '-118.337758'], 'Santa Monica Airport - 3223 Donald Douglas Loop S., Santa Monica, California, USA ': ['34.017814', '-118.447329'], 'Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA ': ['34.092301', '-118.401299'], 'Culver City, California, USA ': ['34.0211224', '-118.39646649999997'], 'The Ivar Theatre ': ['34.100077', '-118.328536'], 'Jefferson Blvd. at Duquesne Avenue, Culver City, California, USA ': ['34.016762', '-118.388024'], 'North Hollywood, Los Angeles, California, USA ': ['34.187044', '-118.3812562'], '606 Venezia Ave, Venice, Los Angeles, California, USA ': ['33.989984', '-118.459264'], '812 North Kenmore Avenue, Los Angeles, California, USA ': ['34.086238', '-118.296817'], 'Hollywood Palace Theater - 1735 N. Vine Street, Hollywood, Los Angeles, California, USA ': ['34.102741', '-118.327222'], 'Santa Monica, California, USA ': ['34.0194543', '-118.4911912'], 'Simi Valley, California, USA ': ['34.2694474', '-118.78148199999998'], 'West Hollywood, California, USA ': ['34.0900091', '-118.3617443'], 'Fairfax, Los Angeles, California, USA ': ['34.080175', '-118.351136'], 'Hollywood Hills, Los Angeles, California, USA ': ['34.1176605', '-118.35203890000003'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Beverly Hills, California, USA ': ['34.0736204', '-118.4003563'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Hollywood, Los Angeles, California, USA ': ['34.0928092', '-118.32866139999999'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0198781,"Monsters, Inc.","{'Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA ': ['37.83266', '-122.283723'], 'Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA ': ['34.15681', '-118.325089']}"
