code,movie_tile,lat_lon
t0073195,Jaws,"{""Water Street, Edgartown, Martha's Vineyard, Massachusetts, USA "": ['41.386709', '-70.515098'], 'Falmouth, Massachusetts, USA ': ['41.5532208', '-70.60858859999996'], 'Dangerous Reef, South Australia, Australia ': ['-34.816667', '136.229167'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], ""Joseph Sylva State Beach, Martha's Vineyard, Massachusetts, USA "": ['41.421936', '-70.551541'], ""Oak Bluffs, Martha's Vineyard, Massachusetts, USA "": ['41.454279', '-70.561972'], 'Southern Ocean, South Australia, Australia ': ['-68.438014', '-160.234046'], ""East Chop, Martha's Vineyard, Massachusetts, USA "": ['41.468445', '-70.568917'], ""Main Street, Edgartown, Martha's Vineyard, Massachusetts, USA "": ['41.390523', '-70.515705'], 'South Water Street & Davis Lane, Edgartown, Massachusetts, USA ': ['41.388483', '-70.513798'], ""Aquinnah, Martha's Vineyard, Massachusetts, USA "": ['41.335237', '-70.800786'], ""Menemsha, Martha's Vineyard, Massachusetts, USA "": ['41.351779', '-70.764195'], ""American Legion Memorial Bridge, Martha's Vineyard, Massachusetts, USA "": ['41.416098', '-70.548744'], ""Edgartown, Martha's Vineyard, Massachusetts, USA "": ['41.380498', '-70.645473'], 'Underwater, Santa Catalina Island, Channel Islands, California, USA ': ['33.387886', '-118.41631'], ""Sengekontacket Pond, Martha's Vineyard, Massachusetts, USA "": ['41.418949', '-70.554754'], '265 East Chop Drive, Vineyard Haven, Massachusetts, USA ': ['41.470406', '-70.56976'], '35 Aquinnah Circle, Aquinnah, Massachusetts, USA ': ['41.346065', '-70.835524'], 'Far West Coast, South Australia, Australia ': ['-30.004932', '136.213102'], 'Spencer Gulf, South Australia, Australia ': ['-34.30365', '136.98051'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'South Australia, Australia ': ['-30.000232', '136.209155'], 'Australia ': ['-25.274398', '133.77513599999997'], ""Martha's Vineyard, Massachusetts, USA "": ['41.380498', '-70.645473'], 'Massachusetts, USA ': ['42.4072107', '-71.38243740000001'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0097165,Dead Poets Society,"{""St. Andrew's School - 350 Noxontown Road, Middletown, Delaware, USA "": ['39.433334', '-75.68873'], 'Everett Theatre - 47 West Main Street, Middletown, Delaware, USA ': ['39.449749', '-75.718168'], 'New Castle, Delaware, USA ': ['39.6620397', '-75.56681659999998'], 'Middletown, Delaware, USA ': ['39.449556', '-75.7163207'], 'Westover Hills, New Castle, Delaware, USA ': ['39.763333', '-75.591111'], 'Wolf Cave, Delaware, USA ': ['38.9108325', '-75.52766989999998'], 'Rockland, Delaware, USA ': ['39.796617', '-75.57343']}"
t0019254,The Passion of Joan of Arc,"{'Boulogne-Billancourt, Hauts-de-Seine, France ': ['48.833209', '2.23598']}"
t0046438,Tokyo Story,"{'Osaka, Japan ': ['34.693725', '135.502254'], 'Onomichi, Hiroshima, Japan ': ['34.4089', '133.204914'], 'Tokyo, Japan ': ['35.7090259', '139.73199249999993'], 'Rino-ji temple, Ueno-koen, Taito, Tokyo, Japan ': ['35.715615', '139.774154'], 'Atami, Shizuoka, Japan ': ['35.09639', '139.071784']}"
t0395169,Hotel Rwanda,"{'Rwanda ': ['-1.940278', '29.873887999999965'], 'Kigali, Rwanda ': ['-1.9578755', '30.11273499999993'], 'Johannesburg, South Africa ': ['-26.2041028', '28.0473051'], 'South Africa ': ['-30.559482', '22.937505999999985']}"
t1950186,Ford v Ferrari,"{'Savannah, Georgia, USA ': ['32.0835407', '-81.0998342'], 'Willow Springs International Motorsports Park, Rosamond, California, USA ': ['34.869882', '-118.262718'], '6311 Meridian St, Los Angeles, California, USA ': ['34.120325', '-118.178716'], 'Statesboro, Georgia, USA ': ['32.4487876', '-81.7831674'], 'Road Atlanta, Georgia, USA ': ['34.152206', '-83.815073'], '645 N Avenue 64, Los Angeles, California, USA ': ['34.119903', '-118.178586'], 'Auto Club Speedway - 9300 Cherry Avenue, Fontana, California, USA ': ['34.084619', '-117.489531'], 'Glendale, California, USA ': ['34.1425078', '-118.255075'], 'Agua Dulce Airpark - 33638 Agua Dulce Canyon Rd, Santa Clarita, California, USA ': ['34.504158', '-118.312859'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Ontario International Airport - 2900 E. Airport Drive, Ontario, California, USA ': ['34.0559781', '-117.59805699999998'], 'N Brand Blvd and W Dryden St., Glendale, California, USA ': ['34.161444', '-118.255098'], 'Ontario, California, USA ': ['34.0633443', '-117.6508876'], 'Georgia, USA ': ['32.1656221', '-82.9000751'], 'Fontana, California, USA ': ['34.0922335', '-117.435048'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0075148,Rocky,"{'1818 East Tusculum Street, Kensington, North Philadelphia, Pennsylvania, USA ': ['39.98995', '-75.124019'], ""Pat's King of Steaks - 1237 S. Passyunk Avenue, Philadelphia, Pennsylvania, USA "": ['39.933191', '-75.159235'], '2822-2824 Rosehill St, Philadelphia, Pensylvannia, USA ': ['39.992383', '-75.125353'], 'Philadelphia Museum of Art - 2600 Benjamin Franklin Parkway, Philadelphia, Pennsylvania, USA ': ['39.965802', '-75.181162'], '1124 Jackson street, Philadelphia ,Pennsylvania, USA ': ['39.922414', '-75.165517'], 'Fairmount Park, Philadelphia, Pennsylvania, USA ': ['39.985786', '-75.21564'], 'Resurrection Gym - 1114 S. Lorena Street, East Los Angeles, California, USA ': ['34.023287', '-118.203409'], 'South 12th street & Cantrell st, Philadelphia, Pennsylvania, USA ': ['39.92346', '-75.166107'], 'Main Street Gym - 318½ S Main St, Downtown, Los Angeles, California, USA ': ['34.16527', '-118.312587'], 'S. 9th Street & Washington Avenue, Philadelphia, Pennsylvania, USA ': ['39.936344', '-75.158432'], 'Ice Capades Chalet - 500 Broadway, Santa Monica, California, USA ': ['34.015766', '-118.491966'], 'Los Angeles Memorial Sports Arena - 3939 S. Figueroa Street, Los Angeles, California, USA ': ['34.012881', '-118.282767'], 'Shamrock Meats - 3461 E. Vernon Avenue, Vernon, California, USA ': ['34.006778', '-118.208951'], 'North Christopher Columbus Blvd, Philadelphia, Pennsylvania, USA ': ['39.955317', '-75.13913'], '2146 N Front Street, Philadelphia, Pennsylvania, USA ': ['39.982858', '-75.132904'], '2147 N Front Street, Philadelphia, Pennsylvania, USA ': ['39.982772', '-75.132515'], 'Philadelphia, Pennsylvania, USA ': ['39.9525839', '-75.1652215'], 'Olympic Auditorium - 1801 S. Grand Avenue, Downtown, Los Angeles, California, USA ': ['34.034128', '-118.26792'], '320 East Gurney Street, Philadelphia, Pennsylvania, USA ': ['39.990841', '-75.126211'], 'Kensington, North Philadelphia, Pennsylvania, USA ': ['39.981726', '-75.12812'], 'Philadelphia City Hall - 1450 John F. Kennedy Blvd., Philadelphia, Pennsylvania, USA ': ['39.952379', '-75.1636'], '3390 Robertson Boulevard - Culver City, California, USA ': ['34.028668', '-118.390647'], 'Vernon, California, USA ': ['34.003903', '-118.230073'], 'Santa Monica, California, USA ': ['34.0194543', '-118.4911912'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Pennsylvania, USA ': ['41.2033216', '-77.1945247'], 'USA ': ['44.427963', '-110.58845500000001'], 'Culver City, California, USA ': ['34.0211224', '-118.39646649999997']}"
t0091763,Platoon,"{'Philippines ': ['12.879721', '121.77401699999996'], 'Luzon, Philippines ': ['16.566232', '121.262637'], 'Cavite, Philippines ': ['14.245633', '120.878566'], 'Manila, Philippines ': ['14.5995124', '120.9842195'], 'Mount Maquiling, Philippines ': ['14.136389', '121.194444']}"
t0092005,Stand by Me,"{'Eagle Mountain Ln, Burney, California, USA ': ['41.016452', '-121.619396'], 'McCloud River Railroad, McCloud, California, USA ': ['41.255712', '-122.139449'], 'Cottage Grove, Oregon, USA ': ['43.797623', '-123.05952460000003'], 'Gooseline Railroad, Cottage Grove, Oregon, USA ': ['43.797623', '-123.05952460000003'], 'Yreka Western Railroad, Yreka, California, USA ': ['41.707924', '-122.635643'], '419 N Main St, Brownsville, Oregon, USA ': ['44.394591', '-122.984703'], 'Veneta, Oregon, USA ': ['44.0487342', '-123.35092939999998'], 'Row River Trail, Cottage Grove, Oregon, USA ': ['43.793606', '-123.034737'], 'School Ave, Brownsville, Oregon, USA ': ['44.396893', '-122.982707'], 'Eugene, Oregon, USA ': ['44.0520691', '-123.08675360000001'], 'Franklin, Oregon, USA ': ['44.16111', '-123.30333'], '325 Fisher St, Brownsville, Oregon, USA ': ['44.393959', '-122.988414'], 'Dusty CG Eagle Mountain Rd, Burney, California, USA ': ['33.777673', '-115.453785'], 'N Main St, Brownsville, Oregon, USA ': ['44.396375', '-122.985033'], 'Brownsville, Oregon, USA ': ['44.3934571', '-122.9848108'], 'Territorial Hwy & Franklin Rd, Junction City, Oregon, USA ': ['44.156324', '-123.307698'], 'Holloway Heights, Brownsville, Oregon, USA ': ['44.394127', '-122.984894'], '25850 Tidball Ln, Veneta, Oregon, USA ': ['44.049085', '-123.321588'], '1152 Linn Way, Brownsville, Oregon, USA ': ['44.400762', '-122.990004'], 'Baptist Cemetery, Brownsville, Oregon, USA ': ['44.3934571', '-122.9848108'], 'Houston Road, Veneta, Oregon, USA ': ['44.047009', '-123.330281'], 'Royal Ave. Eugene, Oregon, USA ': ['44.070031', '-123.177114'], 'N Main St & Park Ave, Brownsville, Oregon, USA ': ['44.393493', '-122.984422'], '380 South San Rafael Avenue, Pasadena, California, USA ': ['34.137393', '-118.170002'], 'Burney, California, USA ': ['40.8823811', '-121.6608205'], 'Junction City, Oregon, USA ': ['44.21929009999999', '-123.20564839999997'], 'McCloud, California, USA ': ['41.255712', '-122.139449'], 'Yreka, California, USA ': ['41.7354186', '-122.63447080000003'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Oregon, USA ': ['43.8041334', '-120.55420119999997'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0088247,The Terminator,"{'720 S Hill Street, Los Angeles, California, USA ': ['34.045275', '-118.254796'], 'Super Store 6 - 37202 90th Street E, Littlerock, California, USA ': ['34.558044', '-117.969187'], ""Carrow's Restaurant - 815 Fremont Avenue, South Pasadena, California, USA "": ['34.114373', '-118.151089'], '6000 S Boyle Avenue, Vernon, California, USA ': ['33.987155', '-118.212583'], 'Tiki Motel - 7301 Santa Fe Avenue, Huntington Park, California, USA ': ['33.973713', '-118.230433'], 'Griffith Observatory, 2800 E Observatory Rd, Los Angeles, California, USA ': ['34.118375', '-118.300354'], 'Tunnel at Lower Grand & West Gen Thad Kosciuszko Way, Los Angeles, California, USA ': ['34.05391', '-118.250445'], '316 W 7th Street, Los Angeles, California, USA ': ['34.045509', '-118.254075'], '14239 Gilmore Street, Van Nuys, California, USA ': ['34.187956', '-118.443519'], '219 West 7th Street, Los Angeles, California, USA ': ['34.045175', '-118.252914'], 'Department Of Water And Power - 111 N Hope Street, Los Angeles, California, USA ': ['34.05785', '-118.249215'], '420 S Lafayette Park Place, Los Angeles, California, USA ': ['34.0649', '-118.281387'], '795 Keller Street, Los Angeles, California, USA ': ['34.053711', '-118.229637'], '14329 Victory Boulevard, Van Nuys, Los Angeles, California, USA ': ['34.186888', '-118.445311'], '403 E 5th Street, Los Angeles, California, USA ': ['34.045139', '-118.244476'], 'Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA ': ['34.136554', '-118.2942'], '185 S Figueroa Street, Los Angeles, California, USA ': ['34.056606', '-118.253566'], '13010 E Temple Avenue, City of Industry, California, USA ': ['34.054814', '-118.000747'], '212 W 7th Street, Los Angeles, California, USA ': ['34.04473', '-118.252834'], '583 West Gen Thad Kosciuszko Way @ South Grand Avenue, Los Angeles, California, USA ': ['34.010139', '-118.279326'], '2nd Street Tunnel between Hill and Figueroa, Los Angeles, California, USA ': ['33.913873', '-118.282725'], '555 Ramirez Street, Los Angeles, California, USA ': ['34.054304', '-118.230734'], 'Van Nuys, Los Angeles, California, USA ': ['34.1898566', '-118.45135700000003'], 'Gilmore Hamlin Apartments - 11844 Hamlin Street, Los Angeles, California, USA ': ['34.188187', '-118.391555'], ""Miceli's - 1646 N Las Palmas Avenue, Los Angeles, California, USA "": ['34.10134', '-118.336034'], '445 S Broadway, Los Angeles, California, USA ': ['34.04868', '-118.250708'], 'Occidental Studios - 201 N. Occidental Boulevard, Los Angeles, California, USA ': ['34.072519', '-118.278665'], 'Fantasy II Film Effects - 415 S Flower Street, Burbank, California, USA ': ['34.174928', '-118.308729'], 'Bethlehem Steel Corporation - 3300 E Slauson Avenue, Vernon, California, USA ': ['33.988974', '-118.208719']}"
t1895587,Spotlight,"{'333 Bay Street, Bay-Adelaide Centre, Toronto, Ontario, Canada ': ['43.650341', '-79.380521'], 'Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada ': ['43.649069', '-79.34287'], 'Toronto, Ontario, Canada ': ['43.653226', '-79.38318429999998'], 'Boston Massachusetts, USA ': ['42.3600825', '-71.0588801'], ""St. Basil's Church, Toronto, Ontario, Canada "": ['43.666273', '-79.389718'], 'The Globe and Mail - 444 Front Street West, Toronto, Ontario, Canada ': ['43.642352', '-79.396217'], 'Courthouse - 50 Main St E, Hamilton, Ontario, Canada ': ['43.254356', '-79.867996'], 'Canada ': ['56.130366', '-106.34677099999999'], 'Scarboro Golf and Country Club, Toronto, Ontario, Canada ': ['43.753056', '-79.210833'], '209 Mavety Street, Toronto, Ontario, Canada ': ['43.6644', '-79.465225'], '739 Parker St., Roxbury, Boston, Massachusetts, USA ': ['42.330829', '-71.097759'], 'USA ': ['44.427963', '-110.58845500000001'], '135 William T. Morrissey Boulevard, Dorchester, Boston, Massachusetts, USA ': ['42.315573', '-71.048881'], 'Fenway Park - 4 Jersey Street, Boston, Massachusetts, USA ': ['42.34664', '-71.098681'], 'West Roxbury, Massachusetts, USA ': ['42.279755', '-71.162676'], '314 Shawmut Avenue, Boston, Massachusetts, USA ': ['42.342087', '-71.070367'], '200 West Newton Street, Boston, Massachusetts, USA ': ['42.343552', '-71.07954'], 'Boston Public Library - 700 Boylston Street, Boston, Massachusetts, USA ': ['42.349416', '-71.078828'], '54 Harvest Street, Boston, Massachusetts, USA ': ['42.323163', '-71.059137'], '51 Aberdeen Avenue, Hamilton, Ontario, Canada ': ['43.247016', '-79.876802'], 'Post Office Square, Boston, Massachusetts, USA ': ['42.357189', '-71.056038'], '92 State Street, Boston, Massachusetts, USA ': ['42.359229', '-71.055325']}"
t0048473,Pather Panchali,"{'Boral, West Bengal, India ': ['22.446066', '88.37131'], 'Palsit, Purbha Bardhaman, West Bengal, India ': ['23.240926', '87.851216'], 'Boral, Kolkata, India ': ['22.446066', '88.37131']}"
t3315342,Logan,"{'Just outside Northern Meadows community, Rio Rancho, New Mexico, USA ': ['35.31214', '-106.722816'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], ""Walt Disney's Golden Oak Ranch - 19802 Placerita Canyon Road, Newhall, California, USA "": ['34.377553', '-118.478229'], 'Ferriday, Louisiana, USA ': ['31.6301664', '-91.5545649'], 'Oklahoma City, Oklahoma, USA ': ['35.4675602', '-97.5164276'], 'Pauls Valley, Oklahoma, USA ': ['34.7400809', '-97.22224510000001'], 'Superdome - 1500 Poydras Street, New Orleans, Louisiana, USA ': ['29.95106', '-90.081197'], 'Canal Street, New Orleans, Louisiana, USA ': ['29.965602', '-90.087196'], 'Metairie, Louisiana, USA ': ['29.9840922', '-90.1528519'], 'Rio Rancho, New Mexico, USA ': ['35.2327544', '-106.6630437'], 'New Mexico, USA ': ['34.5199402', '-105.8700901'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'New Orleans, Louisiana, USA ': ['29.9510658', '-90.0715323'], '125 W Oak St, Amite City, LA 70422, USA ': ['30.726407', '-90.510139'], 'Louisiana, USA ': ['30.9842977', '-91.96233269999999'], 'Oklahoma, USA ': ['35.007752', '-97.092877'], '125 W Oak St, Amite, Louisiana, USA ': ['30.726407', '-90.510139'], 'USA ': ['44.427963', '-110.58845500000001'], 'Greenlawn Cemetery, Hammond, Louisiana, USA ': ['30.51069', '-90.475272']}"
t0382932,Ratatouille,"{'Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA ': ['37.83266', '-122.283723']}"
t1979320,Rush,"{'Nürburgring, Rhineland-Palatinate, Germany ': ['50.34314879999999', '6.952894000000015'], 'Cologne, North Rhine-Westphalia, Germany ': ['50.937531', '6.960278600000038'], 'Brands Hatch racing track, Kent, England, UK ': ['51.359428', '0.257234'], 'Blackbushe Airport, Hampshire, England, UK ': ['51.322724', '-0.839332'], 'Cadwell Park, Lincolnshire, England, UK ': ['53.31093', '-0.057703'], 'Cadwell Park Racing Circuit, Louth, Lincolnshire, England, UK ': ['53.311068', '-0.061777'], 'Evolution Printing, Stanhope Road, Camberley, UK ': ['51.332684', '-0.766146'], 'Louth, Lincolnshire, England, UK ': ['53.365962', '-0.007710999999972046'], 'Easton Neston, Towcester, Northamptonshire, England, UK ': ['52.139542', '-0.962997'], 'Donington Park, Wilson, Leicestershire, England, UK ': ['52.830547', '-1.37884'], 'Vienna, Austria ': ['48.2081743', '16.37381890000006'], 'Singerstraße, Vienna, Austria ': ['48.207233', '16.373978'], 'North Rhine-Westphalia, Germany ': ['51.433237', '7.661594'], 'Norfolk, England, UK ': ['52.613969', '0.886402'], 'Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK ': ['51.383127', '-0.593703'], 'Chobham Lane, Longcross, Surrey, England, UK ': ['51.38328', '-0.588144'], 'Longcross, Surrey, England, UK ': ['51.378499', '-0.579564'], 'Surrey, England, UK ': ['51.31475930000001', '-0.5599501000000373'], 'England, UK ': ['52.3555177', '-1.1743197000000691'], 'UK ': ['55.378051', '-3.43597299999999'], 'Germany ': ['51.165691', '10.451526'], 'Austria ': ['47.516231', '14.550072']}"
t0074958,Network,"{'CFTO-TV Studios, Scarborough, Toronto, Ontario, Canada ': ['43.7764258', '-79.2317521'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413'], 'Seaspray Inn, 101 Ocean Avenue, East Hampton, New York, USA ': ['40.944987', '-72.194368'], 'New York, USA ': ['40.7127837', '-74.0059413'], 'USA ': ['44.427963', '-110.58845500000001']}"
t0758758,Into the Wild,"{'Astoria, Oregon, USA ': ['46.1878841', '-123.8312534'], 'Healy, Alaska, USA ': ['63.869738', '-149.021511'], 'Yuma, Arizona, USA ': ['32.6926512', '-114.6276916'], 'Beaverton, Oregon, USA ': ['45.48706199999999', '-122.80371020000001'], 'Niland, California, USA ': ['33.240037', '-115.518876'], 'Winner, South Dakota, USA ': ['43.376667', '-99.859007'], 'Mount Hood, Oregon, USA ': ['45.537895', '-121.568408'], 'Needles, California, USA ': ['34.8480597', '-114.61413149999998'], 'Reno, Nevada, USA ': ['39.5296329', '-119.8138027'], 'Salton Sea, California, USA ': ['33.328619', '-115.843412'], 'Santa Catalina Island, Channel Islands, California, USA ': ['33.387886', '-118.41631'], 'Topock, Arizona, USA ': ['34.771322', '-114.491507'], 'Anchorage, Alaska, USA ': ['61.2180556', '-149.90027780000003'], 'Longview Fibre Company - 300 Fibre Way, Longview, Washington, USA ': ['46.10436', '-122.917086'], 'Sisters, Oregon, USA ': ['44.2909491', '-121.54921179999997'], 'Fairbanks, Alaska, USA ': ['64.8377778', '-147.71638889999997'], 'Portland, Oregon, USA ': ['45.5230622', '-122.6764816'], 'Slab City, California, USA ': ['33.25797', '-115.462335'], 'Palm Springs, California, USA ': ['33.8302961', '-116.54529209999998'], 'Parker, Arizona, USA ': ['34.1500162', '-114.28911770000002'], 'Peach Springs, Arizona, USA ': ['35.529159', '-113.425491'], 'Seattle, Washington, USA ': ['47.6062095', '-122.3320708'], 'Denali National Park, Alaska, USA ': ['63.1148', '-151.192606'], 'Atlanta, Georgia, USA ': ['33.7489954', '-84.3879824'], 'Cantwell, Alaska, USA ': ['63.391667', '-148.950833'], 'Anza-Borrego Desert State Park - 200 Palm Canyon Drive, Borrego Springs, California, USA ': ['33.257928', '-116.405859'], 'Salton City, California, USA ': ['33.29865', '-115.956111'], 'Black Hills Wild Horse Sanctuary - 12163 Highland Road, Hot Springs, South Dakota, USA ': ['43.309296', '-103.614293'], 'Copper River, Alaska, USA ': ['60.388611', '-144.960833'], 'El Centro, California, USA ': ['32.792', '-115.5630514'], 'Kingman, Arizona, USA ': ['35.189443', '-114.0530065'], 'El Golfo de Santa Clara, Sonora, Mexico ': ['31.687605', '-114.497495'], 'Boulder City, Nevada, USA ': ['35.9782216', '-114.83451170000001'], 'Cape Disappointment, Washington, USA ': ['46.289822', '-124.060432'], 'Carthage, South Dakota, USA ': ['44.171085', '-97.716466'], 'Hoover Dam, Arizona-Nevada Border, USA ': ['34.0489281', '-111.09373110000001'], 'Hot Springs, South Dakota, USA ': ['43.431646', '-103.47436249999998'], 'Lake Mead, Arizona, USA ': ['36.1771464', '-114.41733210000001'], 'Las Vegas, Nevada, USA ': ['36.1699412', '-115.1398296'], 'Laughlin, Nevada, USA ': ['35.1677771', '-114.5730208'], ""Lee's Ferry, Arizona, USA "": ['36.865991', '-111.586847'], 'Los Algodones, Baja California, Mexico ': ['32.714033', '-114.733586'], 'Page, Arizona, USA ': ['36.9147222', '-111.4558333'], 'Salvation Mountain, Niland, California, USA ': ['33.254199', '-115.472644'], 'Bullhead City, Arizona, USA ': ['35.1359386', '-114.52859810000001'], 'Emory University - 201 Dowman Dr, Atlanta, Georgia, USA ': ['33.79252', '-84.323999'], 'George Fox University - 414 N. Meridian Street, Newberg, Oregon, USA ': ['45.303719', '-122.965574'], 'Lake Tahoe, California, USA ': ['39.0968493', '-120.0323507'], 'Reed College - 3203 SE Woodstock Boulevard, Portland, Oregon, USA ': ['45.481085', '-122.630809'], 'Grand Canyon National Park, Arizona, USA ': ['36.1069652', '-112.1129972'], 'Cheyenne Studios - 27567 Fantastic Lane, Castaic, California, USA ': ['34.495238', '-118.619293'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Alaska, USA ': ['34.0522342', '-118.2436849'], 'Orick Beach, Washington, USA ': ['47.7510741', '-120.74013860000002'], 'Oregon, USA ': ['43.8041334', '-120.55420119999997'], 'Georgia, USA ': ['32.1656221', '-82.9000751'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Nevada, USA ': ['38.8026097', '-116.419389'], 'South Dakota, USA ': ['43.969515', '-99.901813'], 'Washington, USA ': ['47.7510741', '-120.74013860000002'], 'USA ': ['44.427963', '-110.58845500000001']}"
